replication,learner_family,scheduler_family,n_stages,failure_rate,selected_family,selected_parameter,rl_parameter_within_family,bayesian_parameter_within_family,rl_nll,bayesian_nll,rl_state_rmse,bayesian_state_rmse,rl_state_correlation,bayesian_state_correlation,rl_unsigned_pe_correlation,bayesian_unsigned_pe_correlation,rl_policy_rmse,bayesian_policy_rmse
2,RL,RL,8,0.0875,RL,0.25,0.25,0.65,2659.338279140441,2670.2831675332636,0.24078921626703845,0.6286019996541905,0.9785932091363594,0.9467572929277357,0.9907096850884427,0.9771822370620353,0.20060280634500804,0.3331931418341064
3,RL,RL,8,0.09145833333333334,RL,0.25,0.25,0.65,2799.717834095124,2810.962751821594,0.24365624563922894,0.5718193285891063,0.9754012047826423,0.9429710879239512,0.9884938952878737,0.9734702550623915,0.20087017741812008,0.3170490829071516
4,RL,RL,8,0.07989583333333333,RL,0.25,0.25,0.65,2576.451764300392,2582.911673351704,0.24751489693999373,0.6186821354317505,0.9739199290274269,0.9330254261164088,0.9899983339085361,0.974744924738076,0.20135387385794884,0.331504267060194
5,RL,RL,8,0.08395833333333333,RL,0.25,0.25,0.65,2620.0946473231406,2626.8560188292968,0.24185402655880472,0.6296449838321859,0.9773671612068249,0.9412416255131258,0.9906951779560219,0.9766855231702217,0.19992290938935384,0.3310291158634659
6,RL,RL,8,0.09229166666666666,RL,0.25,0.25,0.65,2808.839914063059,2820.998614281966,0.2442271337290976,0.5969026117579297,0.9759418933507781,0.9406141101796335,0.9902068931453564,0.9750986403481554,0.2017855121007351,0.3223028896132513
7,RL,RL,8,0.07322916666666666,RL,0.25,0.25,0.65,2412.366165217126,2421.5883424722433,0.24836431720492827,0.6551384681383721,0.9734658965079609,0.9297144813470648,0.990743809352773,0.9764291976632704,0.20286164393306688,0.345882619774924
8,RL,RL,8,0.085625,RL,0.25,0.25,0.65,2668.898614662061,2682.1113751058765,0.23070179063217863,0.5957896237351386,0.9780389674596524,0.9420689930401763,0.9900549372405719,0.9742549478989281,0.19973579826627064,0.32258843804272797
9,RL,RL,8,0.08989583333333333,RL,0.25,0.25,0.65,2773.3951214012513,2779.6005755668994,0.23368553314995713,0.601430582605289,0.9779055342440781,0.9424377394854582,0.9891489013239084,0.9736954990462623,0.2003616796789115,0.3222683091492164
10,RL,RL,8,0.091875,RL,0.25,0.25,0.65,2832.0621654760803,2836.9332884666237,0.23319035356407514,0.5971673149714116,0.9768481081289905,0.9420499606144443,0.9901215039935589,0.9759540949077812,0.20125437498094895,0.31891099838143255
11,RL,RL,8,0.0890625,RL,0.3,0.3,0.65,2704.7963683229696,2719.641458035607,0.24542215197341938,0.5936673108307001,0.9763546614432014,0.9431165408082077,0.989335596404764,0.9740007874191804,0.20160176497670707,0.3199484470851398
12,RL,RL,8,0.08072916666666667,RL,0.25,0.25,0.65,2560.2344090573843,2563.843993172106,0.25282617427756354,0.6589216772419555,0.9759482023281292,0.9367992259643796,0.9911527498054942,0.9767357235353852,0.20019493383902776,0.3484025647362263
13,RL,RL,8,0.08395833333333333,RL,0.25,0.25,0.65,2646.9533949612073,2653.2724212295107,0.2449025268015554,0.6156942686305734,0.9747269971824989,0.9384660903110927,0.9902949115793105,0.9765852793343945,0.20087670936097973,0.32774560216136833
14,RL,RL,8,0.0809375,RL,0.25,0.25,0.65,2626.530043448978,2631.429983308424,0.2345335267969898,0.5977527680380945,0.9756732446116364,0.937772862724933,0.9903614971602844,0.9754722031373404,0.19858945261893354,0.32151730395525396
15,RL,RL,8,0.08958333333333333,RL,0.25,0.25,0.65,2786.519175861721,2792.162126735599,0.2404256693820079,0.6011877765592545,0.9769897196314933,0.9408961466758278,0.9901681676941002,0.975936447270434,0.1995021749929968,0.3236425611071465
16,RL,RL,8,0.0884375,RL,0.25,0.25,0.65,2717.8401378654535,2725.761783212344,0.24581388118613698,0.6140519828373537,0.97830387609513,0.945327077258449,0.9902319670075472,0.9757225192562828,0.19657018165205203,0.3282624781478912
17,RL,RL,8,0.07739583333333333,RL,0.25,0.25,0.65,2534.5444578587267,2546.5333257276698,0.24789632607005746,0.6389586993042203,0.9721880836262023,0.927014139187575,0.990048984068328,0.975275907896295,0.20112773922519628,0.3355815672651931
18,RL,RL,8,0.0803125,RL,0.25,0.25,0.65,2551.44783453123,2561.514826384752,0.2556205076595311,0.6516690507445763,0.9762300563398177,0.938842118525722,0.99114044879912,0.9765316008275086,0.20014725595802837,0.34151168287649597
19,RL,RL,8,0.091875,Bayesian,0.65,0.25,0.65,2852.662165011543,2852.406200302952,0.2237125103236833,0.5550007527277079,0.9773165555123244,0.9426213019648579,0.9900213162405916,0.975610978783034,0.2016790051025849,0.30699750014701793
20,RL,RL,8,0.090625,RL,0.25,0.25,0.65,2804.120594745337,2810.192266346131,0.23929955337579334,0.6268275010914136,0.9786936846606802,0.9414682913835353,0.9913601870752274,0.9761180541005381,0.20024961302127908,0.33453347233888164
21,RL,RL,8,0.08729166666666667,RL,0.25,0.25,0.65,2751.5010518986614,2754.613363831365,0.24110856407866388,0.6014861932184796,0.9726559709867212,0.9335712468273717,0.9901225352319031,0.976794997843796,0.19971874908229528,0.3196192924153805
22,RL,RL,8,0.08541666666666667,RL,0.25,0.25,0.65,2704.393398299694,2712.7887195695166,0.23419489006116756,0.5985469921599591,0.9770741438202121,0.9410382100263194,0.9896941736367045,0.9732739009334586,0.19803302574523096,0.31553143184528637
23,RL,RL,8,0.08822916666666666,RL,0.25,0.25,0.65,2724.387861536611,2731.2633778344098,0.25488899822410443,0.6343735141706889,0.9761028427048362,0.9373303496245304,0.9903742315342408,0.9753236521093901,0.20004115781175194,0.33606510774158405
24,RL,RL,8,0.08364583333333334,RL,0.25,0.25,0.65,2632.47191570778,2644.9818498011787,0.24342159225335444,0.6275952805061877,0.9777019184102735,0.9405398341654233,0.990158733025443,0.9750026006960177,0.20098361678488874,0.3345167211971597
25,RL,RL,8,0.0934375,RL,0.25,0.25,0.65,2831.345102793438,2840.4692573179254,0.24341451471811923,0.5932226975306584,0.9748548664643071,0.9418799869154467,0.9902005958905223,0.9776272263920445,0.20144467310147793,0.31959023191225666
26,RL,RL,8,0.09125,RL,0.25,0.25,0.65,2798.195914128557,2804.225919376898,0.23888559626883618,0.5900820820935275,0.9751792765149073,0.9370934674675663,0.989214963547345,0.9739400283156353,0.20059035167978898,0.3188433439528407
27,RL,RL,8,0.08697916666666666,RL,0.25,0.25,0.65,2722.0686488106185,2732.606796945904,0.23576797551666973,0.5959441748650735,0.9761735118700863,0.9390150719307608,0.9898070125765424,0.9753535528589751,0.19912829535319757,0.32246023732974427
28,RL,RL,8,0.08427083333333334,RL,0.25,0.25,0.65,2632.2706319064273,2641.044174116463,0.24675155223577866,0.6318558933249308,0.9758478355444437,0.940222027846192,0.9907329887619897,0.9762942933810015,0.19828747228438207,0.33030930783587353
29,RL,RL,8,0.09510416666666667,RL,0.25,0.25,0.65,2877.9468521785825,2888.7823254189702,0.22814001417140153,0.5708195171184872,0.9791089361696035,0.9456882346640981,0.9902760824022172,0.9749212234783409,0.19846630993662956,0.31355948089315805
30,RL,RL,8,0.075625,RL,0.3,0.3,0.65,2419.2464375583386,2441.392293382947,0.25155864160956365,0.655143037631755,0.9764997792866842,0.9383153586512705,0.9905029862279625,0.9757932578177341,0.19865209181133053,0.3428842112666814
31,RL,RL,8,0.08552083333333334,RL,0.25,0.25,0.65,2641.627577168422,2655.5993110979757,0.2447516648512109,0.6111615838507758,0.9756570141150113,0.9413542757502635,0.9896959134753772,0.9748016528478882,0.19782844174175818,0.3207248490024806
32,RL,RL,8,0.08520833333333333,RL,0.25,0.25,0.65,2684.1884069932257,2698.734039685595,0.24336365970487214,0.6102540840011452,0.9745459977234082,0.9395494977896015,0.9891765426995324,0.9755445005250469,0.19963898030010163,0.3230374538897562
33,RL,RL,8,0.088125,RL,0.25,0.25,0.65,2738.1151821029957,2744.9071947401644,0.2373072815343779,0.5870280554296684,0.9778825442140705,0.9431489815658294,0.9899226326219743,0.9745642357876049,0.19922795349810235,0.3194843870350668
34,RL,RL,8,0.08666666666666667,RL,0.25,0.25,0.65,2682.4956776936315,2698.897089357658,0.23327173224419223,0.5944202572842407,0.9769335144358897,0.9414278922641046,0.9900960708244626,0.976516132089171,0.19665958828348468,0.32106674651191375
35,RL,RL,8,0.0853125,RL,0.25,0.25,0.65,2652.6894656082986,2661.591837577417,0.2518838029353328,0.6190028326365622,0.9763545802451643,0.9365161172683617,0.9905111774706559,0.9754645873110585,0.19860838215976487,0.33216343507219326
36,RL,RL,8,0.08229166666666667,RL,0.25,0.25,0.65,2608.8585989872686,2610.105134067854,0.2460636226759163,0.6274044927774265,0.9767042859649198,0.9390339579544177,0.990454686001111,0.9755754338170566,0.20250170744670268,0.3325010621991357
37,RL,RL,8,0.0896875,RL,0.25,0.25,0.65,2794.6991930557547,2800.9601920054656,0.238192165452959,0.616697351498261,0.9765263893340851,0.9382892569876339,0.9905753874561912,0.9752357201908594,0.19777752343400393,0.324013004561319
38,RL,RL,8,0.08322916666666667,RL,0.25,0.25,0.65,2603.754192569367,2620.5452548977746,0.2415696843310931,0.6239872257713729,0.9773072252624336,0.9398188320661355,0.9914681401620329,0.9779297920604721,0.19892499496639063,0.33069054455545277
39,RL,RL,8,0.0859375,RL,0.3,0.3,0.65,2644.998047254092,2660.6382338299145,0.24078847292396396,0.607177987245213,0.9775727639770451,0.9448654637145619,0.9892382296576914,0.9735043506989827,0.1993184753706167,0.32215409599972256
40,RL,RL,8,0.09104166666666667,RL,0.25,0.25,0.65,2806.5490315118013,2807.940708333166,0.2365329746064788,0.5964625813292332,0.9754374322658318,0.9398794254542719,0.9904832087435029,0.977807039632774,0.20242359510099112,0.32472171397267724
41,RL,RL,8,0.09520833333333334,Bayesian,0.65,0.25,0.65,2908.0686319146657,2904.1707034981155,0.2309190428083714,0.5951560218002766,0.9787248978281239,0.9449024490571956,0.9910487771279031,0.9771552380224533,0.19997809104572278,0.3231512537536297
42,RL,RL,8,0.08020833333333334,RL,0.25,0.25,0.65,2584.1586943968277,2593.294111126315,0.2442025933038832,0.6277458380808503,0.9765402557140622,0.9394146726108723,0.9904876917966627,0.9753742743004913,0.19812433590041606,0.333341368154997
43,RL,RL,8,0.10041666666666667,RL,0.25,0.25,0.65,3006.4543446816906,3008.7949208973037,0.23057644558429038,0.5391425566185539,0.9781083470672887,0.9473579227309653,0.9894111225770981,0.9743573600845826,0.19879874085196134,0.3052508763033468
44,RL,RL,8,0.09802083333333333,RL,0.2,0.2,0.45,2941.580489969052,2947.990817870869,0.2312164117284462,0.574265760959471,0.9778787037847407,0.9466187083824943,0.9904736804748444,0.9776348573138713,0.20318017417161027,0.31288281960094283
45,RL,RL,8,0.08322916666666667,RL,0.25,0.25,0.45,2646.3087281725675,2657.287195073979,0.24099370468019046,0.6149063461073048,0.9775900164844723,0.9375213576252875,0.990448625370772,0.9754396585363666,0.20102180629764577,0.33350880028573876
46,RL,RL,8,0.09177083333333333,RL,0.25,0.25,0.65,2794.330810040572,2805.8874047176796,0.24696726607291475,0.6095677726893003,0.9766355367771299,0.9405300706551556,0.9901920548220242,0.9754270790789357,0.20131254114249283,0.3294741027335151
47,RL,RL,8,0.09114583333333333,RL,0.25,0.25,0.65,2790.566624237935,2799.641173325592,0.222571415297194,0.5933717080232884,0.9789476817567662,0.9426955592861835,0.9907297818759666,0.9765186191015912,0.19973030840517134,0.3197730278031873
48,RL,RL,8,0.1009375,RL,0.25,0.25,0.65,2996.461134812049,2999.552448856839,0.23047973213964626,0.5592520626644624,0.9770590761521214,0.9470805319213563,0.9891653840743697,0.9750277100709204,0.1997123197559452,0.30797006310873476
49,RL,RL,8,0.09041666666666667,RL,0.25,0.25,0.65,2778.532924769425,2783.166679756653,0.2396707531169198,0.6075047323228698,0.9774416407583624,0.9431109159477872,0.9902826148508314,0.9762443414904063,0.20207609826896528,0.32853816453151274
50,RL,RL,8,0.09729166666666667,RL,0.25,0.25,0.45,2950.5558897648425,2950.6246581639125,0.22258029106500732,0.5613120510468613,0.9795471824311283,0.9462296021384181,0.9904893538819497,0.9762476438015922,0.20121736462050152,0.3134310773114572
51,RL,RL,8,0.08989583333333333,RL,0.25,0.25,0.65,2755.712023770183,2764.4275002980457,0.23834864698042144,0.5968133433829618,0.9767664641815008,0.9415141633768537,0.9900727756051565,0.9751289973066601,0.20200777845372042,0.3243426850566401
52,RL,RL,8,0.08635416666666666,RL,0.25,0.25,0.65,2680.804086230496,2684.6048826692727,0.2373118668847116,0.6181332025939411,0.9757160125314288,0.937603042502385,0.9912083696726051,0.9777558562548169,0.19836301923362926,0.32474239935491445
53,RL,RL,8,0.09239583333333333,RL,0.25,0.25,0.45,2857.635231799502,2863.526135018467,0.23550608570621795,0.6021731893861598,0.9773692653623658,0.9389505858902324,0.9906864066513615,0.9749243655746394,0.19854751352723657,0.3222695051584062
54,RL,RL,8,0.08864583333333333,RL,0.25,0.25,0.65,2755.8964858714326,2761.1944990646693,0.23810414226821072,0.6072002045915308,0.9773637729292258,0.9402188134144168,0.9905993045385332,0.9755274246227666,0.20090278863399816,0.32742509556674537
55,RL,RL,8,0.09354166666666666,RL,0.25,0.25,0.65,2864.2693045684964,2869.811554567583,0.22987465121110268,0.575775234935361,0.976742663565791,0.9429434823998394,0.9899241231991247,0.9756434109619664,0.20009968920276516,0.3155880951376241
56,RL,RL,8,0.08677083333333334,RL,0.25,0.25,0.65,2702.784553630765,2710.1231039048303,0.24551035370219923,0.6197104037943915,0.9764593591814617,0.939121904402132,0.9914709480868503,0.9781887465432655,0.1995954721000037,0.3287639785696342
57,RL,RL,8,0.08729166666666667,RL,0.2,0.2,0.45,2714.987305093552,2720.405340800021,0.24970193322462045,0.6399277256218088,0.9764834740601065,0.9368461541575328,0.9922119242304072,0.9786850088523495,0.2002468624573032,0.33825935587346523
58,RL,RL,8,0.0959375,RL,0.25,0.25,0.65,2911.100117797685,2916.344919730004,0.234479745603874,0.5436919700862242,0.974551057748463,0.9417445003173721,0.9880798158312503,0.9736108939399958,0.19853814062697903,0.3042338309013068
59,RL,RL,8,0.09239583333333333,RL,0.25,0.25,0.65,2812.895767727796,2820.197362774011,0.2356499918174172,0.5931562168827944,0.9766085461550291,0.9444079068585334,0.9906065769704236,0.9784670479667286,0.1982726816799831,0.32112528928723705
60,RL,RL,8,0.09291666666666666,RL,0.25,0.25,0.65,2856.1501939523882,2859.2009453989476,0.22904909447191524,0.5854131289314508,0.9767110356174166,0.9412965094003725,0.9905339908256545,0.9769803855689363,0.1999748886023759,0.31766972525319764
61,RL,RL,8,0.08427083333333334,RL,0.25,0.25,0.65,2631.055344451469,2641.6637439778815,0.23719855918947064,0.6387596645526896,0.9793536506507827,0.9398089466523648,0.9915226366542024,0.9759834856274157,0.2002576304820176,0.3413429958047031
62,RL,RL,8,0.0965625,RL,0.25,0.25,0.65,2926.710333421901,2930.41905366704,0.23451906082731422,0.5845110746100821,0.9761719948946218,0.941051658146886,0.9904881479997911,0.976367562804188,0.19881228379965196,0.3155893152148516
63,RL,RL,8,0.0984375,RL,0.25,0.25,0.65,2954.5195539315,2963.173622961019,0.22750076498930077,0.5574131124607806,0.9776584112630052,0.9472209880891569,0.9886110996677147,0.9736321567623636,0.20290016747712303,0.3081860284513976
64,RL,RL,8,0.08927083333333333,RL,0.25,0.25,0.65,2772.0668472429397,2777.3441333304118,0.2431966638921928,0.6087451367864284,0.9766653055293194,0.9405862648789549,0.9899030580043802,0.9744779543151931,0.2004780976125794,0.32481251121614096
65,RL,RL,8,0.0859375,RL,0.25,0.25,0.65,2718.4629888123704,2719.5962092567534,0.23284416054698223,0.6129639840125386,0.9782942063119947,0.9374906591765398,0.9913949311932612,0.9758317447900536,0.20002637060553782,0.32843480760597227
66,RL,RL,8,0.0971875,Bayesian,0.65,0.25,0.65,2922.2160304358276,2921.1994147454143,0.23990890919983385,0.5949592099073223,0.9770238013437482,0.9431705556388014,0.9901802517355579,0.9761730936113203,0.2017455042292429,0.3216455444312785
67,RL,RL,8,0.08125,RL,0.25,0.25,0.65,2600.3472683538675,2611.2936854791355,0.24241621671292965,0.6234344711789999,0.9753280640317836,0.9346783386743973,0.9904873476878591,0.9751931228857715,0.1982909096064931,0.3302572777936868
68,RL,RL,8,0.08895833333333333,Bayesian,0.65,0.25,0.65,2797.04080779369,2790.0275716088536,0.24180638488828785,0.6057481321133315,0.9735473975549246,0.934364237105644,0.9905128847250558,0.9773665548575537,0.20282106835408567,0.3234980577312856
69,RL,RL,8,0.09114583333333333,RL,0.25,0.25,0.65,2789.8420074805817,2791.122449631178,0.24467037503836922,0.6090468160543632,0.977743483507295,0.9429939050044344,0.9905904684954842,0.9763216376329676,0.20117391944839982,0.3312203205326803
70,RL,RL,8,0.09229166666666666,RL,0.25,0.25,0.65,2831.785512424033,2836.5689377219046,0.23675344623281905,0.587117610215593,0.9762033117928047,0.9372697233135578,0.9905341985974024,0.9758897923283903,0.20250226411346364,0.3209015136964288
71,RL,RL,8,0.08145833333333333,RL,0.25,0.25,0.65,2595.8717152641393,2606.7144988573973,0.23817877089240191,0.6343628021279064,0.9771434581615859,0.9369346279985379,0.9908488566711974,0.9758352346777345,0.20102822572397938,0.336393532362634
72,RL,RL,8,0.07927083333333333,RL,0.25,0.25,0.65,2569.844786449081,2574.313774393256,0.2535959352677351,0.6417010765766762,0.9727350080010487,0.9300354649470755,0.9903994740521348,0.9753673008477196,0.19832136075885967,0.33302213744377024
73,RL,RL,8,0.08625,RL,0.25,0.25,0.65,2708.468334946329,2712.0028380194544,0.23449709835214966,0.6129790827285674,0.976163415382642,0.9393382360950789,0.9902191456634604,0.9751401275247106,0.19829991627130142,0.3204014339994679
74,RL,RL,8,0.09145833333333334,RL,0.25,0.25,0.65,2782.440279179883,2786.5222188082857,0.2374003539595008,0.6226994039032703,0.9780996766053792,0.9428241206303333,0.9913654562773889,0.9772501959985407,0.2014732254163424,0.32801322409201855
75,RL,RL,8,0.10104166666666667,RL,0.25,0.25,0.65,2989.8096275290127,2993.654071430692,0.22903808351035473,0.5484302624339262,0.9763664741614073,0.9452233967369431,0.9892840839739867,0.9750156098161821,0.20072588376995062,0.3028063973904486
76,RL,RL,8,0.083125,RL,0.25,0.25,0.65,2661.8094180610287,2666.4544994693324,0.2524029290285899,0.641922780006482,0.97282238137473,0.9308373753858477,0.9908695118237503,0.9760136474249415,0.20000480043569888,0.3325060793266445
77,RL,RL,8,0.08302083333333334,RL,0.25,0.25,0.65,2607.351783102921,2614.5308188431823,0.2417859508645372,0.6386683853498181,0.9779832216127587,0.9365133203521865,0.9909721209058425,0.9751750142581234,0.19927517738496553,0.33664113537794427
78,RL,RL,8,0.08458333333333333,RL,0.25,0.25,0.65,2655.407689636905,2668.8763207118127,0.24800906957408694,0.6514894178748412,0.9768241445182387,0.933488587187931,0.9914959627241177,0.9766586899407997,0.2009865403446141,0.3438182683662546
79,RL,RL,8,0.0840625,RL,0.25,0.25,0.65,2654.4619678086074,2666.0269020001233,0.24632856811037313,0.6041689808573782,0.9729076787003358,0.9337383720690973,0.9888028023962433,0.9742131577436648,0.19976299074054935,0.3245663915252685
80,RL,RL,8,0.09020833333333333,RL,0.25,0.25,0.65,2774.100926674625,2782.3960646638943,0.23592413254881697,0.6162060759885557,0.9787638704887618,0.9431191701354077,0.9906114717850482,0.975601676733512,0.19755176291407425,0.325112262441268
81,RL,RL,8,0.09270833333333334,Bayesian,0.65,0.25,0.65,2843.8365858531533,2840.6484939109623,0.22837051980797682,0.5912072388798961,0.9776202340187866,0.9438701141251542,0.9903801510814818,0.9764169059325615,0.19864128722817598,0.3173406365340601
82,RL,RL,8,0.08041666666666666,RL,0.25,0.25,0.65,2568.2923833637597,2576.5005679844326,0.24881215771395906,0.6381642769426962,0.973628202374262,0.9305335866979199,0.9912374426697447,0.9773194608271554,0.19956436186425128,0.33437415503633205
83,RL,RL,8,0.08114583333333333,RL,0.25,0.25,0.65,2598.9744559872097,2605.1896325276757,0.2400832668833762,0.6165781885047291,0.9778046137238542,0.9407809920572547,0.990288306684752,0.9754764348632972,0.1987853332721627,0.33305183823269974
84,RL,RL,8,0.08635416666666666,RL,0.25,0.25,0.65,2668.913547820531,2676.245888620333,0.2411804305820355,0.6232678224028766,0.9795251732357037,0.9437972768895714,0.9906891520194783,0.9744809444812488,0.2009146993254124,0.333723460935728
85,RL,RL,8,0.0909375,RL,0.25,0.25,0.65,2767.138051782077,2773.9146472095426,0.2447100710292713,0.6122318872133918,0.9762248377511431,0.9400345318065618,0.9897877804854494,0.9748653418724285,0.20236192253995852,0.32992009278025625
86,RL,RL,8,0.0875,RL,0.25,0.25,0.65,2754.602204319914,2758.3167283003636,0.23772730140526382,0.6071955970114898,0.9750688846700352,0.9365627667422086,0.9901217873898455,0.9756356602128148,0.19927369741504405,0.3176100786445572
87,RL,RL,8,0.0884375,RL,0.25,0.25,0.65,2755.3096931906052,2766.5418552648734,0.23663584704855029,0.6116747728473639,0.9759877348068035,0.9379890689564268,0.9901313745748399,0.975398511416615,0.20033726939022603,0.32263072032552914
88,RL,RL,8,0.09125,RL,0.25,0.25,0.65,2802.5706594833136,2808.7294192849236,0.23291333198827643,0.5997090350940749,0.97675612618739,0.9403728243706576,0.9901214552208619,0.9761253285848163,0.20032120398387548,0.3169849927265565
89,RL,RL,8,0.09104166666666667,RL,0.25,0.25,0.65,2777.0076186691304,2780.8984051791526,0.23108705062450902,0.6010244975128988,0.9787368894269814,0.9469041084889465,0.9906617207194924,0.9780577048193381,0.19928512725028275,0.3262924930313733
