replication,learner_family,scheduler_family,n_stages,n_participants,n_items,failure_rate,estimator,estimate,standard_error,ci_low,ci_high,converged,truth,bias,squared_error,covered,sign_error
4,RL,RL,2,30,40,0.12958333333333333,naive,-0.23722491815720112,0.051878557807937896,-0.33890689146075936,-0.13554294485364285,True,0.20134029675373916,-0.43856521491094025,0.1923394477298792,False,True
4,RL,RL,2,30,40,0.12958333333333333,state_RL,0.06592898924212624,0.062106582440065373,-0.05579991234040188,0.18765789082465437,True,0.20134029675373916,-0.1354113075116129,0.018336222202004593,False,False
4,RL,RL,2,30,40,0.12958333333333333,state_Bayesian,0.06885535517435501,0.0615392953704748,-0.051761663751775586,0.18947237410048562,True,0.20134029675373916,-0.13248494157938415,0.01755225974529283,False,False
4,RL,RL,2,30,40,0.12958333333333333,dual_RL_RL,0.1453475918781689,0.0777507759547214,-0.007043928993085036,0.29773911274942283,True,0.20134029675373916,-0.05599270487557026,0.0031351829992827093,True,False
4,RL,RL,2,30,40,0.12958333333333333,dual_RL_Bayesian,0.1443344425236189,0.07759523457781473,-0.0077522172488979635,0.2964211022961358,True,0.20134029675373916,-0.05700585423012025,0.0032496674165057187,True,False
4,RL,RL,2,30,40,0.12958333333333333,dual_Bayesian_RL,0.14512523695907245,0.07775524770247629,-0.007275048537781076,0.297525522455926,True,0.20134029675373916,-0.056215059794666705,0.003160132947717953,True,False
4,RL,RL,2,30,40,0.12958333333333333,dual_Bayesian_Bayesian,0.1434509499719478,0.07762015618306549,-0.008684556146860561,0.2955864560907562,True,0.20134029675373916,-0.05788934678179136,0.0033511764708224977,True,False
4,RL,RL,2,30,40,0.12958333333333333,logged_plan_RL,0.12865442581182757,0.07684813710318311,-0.02196792291041133,0.27927677453406646,True,0.20134029675373916,-0.07268587094191159,0.005283235834584228,True,False
4,RL,RL,2,30,40,0.12958333333333333,logged_plan_Bayesian,0.12878362806782137,0.07685456400518594,-0.021851317382343055,0.2794185735179858,True,0.20134029675373916,-0.07255666868591779,0.005264470170798043,True,False
4,RL,RL,2,30,40,0.12958333333333333,oracle,0.11800576044932733,0.06163395944197256,-0.0027968000569388862,0.23880832095559354,True,0.20134029675373916,-0.08333453630441183,0.0069446449410713335,True,False
5,RL,RL,2,30,40,0.12041666666666667,naive,-0.1271336154759468,0.09336375085680111,-0.310126567155277,0.055859336203383375,True,0.20493536718596947,-0.33206898266191626,0.11026980924612004,False,True
5,RL,RL,2,30,40,0.12041666666666667,state_RL,0.2557147962397872,0.08873580986537345,0.08179260890365525,0.4296369835759192,True,0.20493536718596947,0.05077942905381774,0.0025785504150317097,True,False
5,RL,RL,2,30,40,0.12041666666666667,state_Bayesian,0.2540650895401952,0.08812375185280578,0.08134253590869586,0.4267876431716945,True,0.20493536718596947,0.04912972235422572,0.0024137296186033065,True,False
5,RL,RL,2,30,40,0.12041666666666667,dual_RL_RL,0.25335877744923513,0.10015924320160269,0.05704666077409387,0.4496708941243764,True,0.20493536718596947,0.04842341026326566,0.002344826661524542,True,False
5,RL,RL,2,30,40,0.12041666666666667,dual_RL_Bayesian,0.25096237713891617,0.0993871214897798,0.056163619018947786,0.44576113525888456,True,0.20493536718596947,0.0460270099529467,0.0021184856452086545,True,False
