calibration_rank,replication,n_participants,n_items,n_stages,adaptivity,natural_deviation_sd,outcome_intercept,state_reliability,failure_rate,planned_actual_spearman,estimator,estimate,standard_error,ci_low,ci_high,converged,truth,bias,squared_error,covered,sign_error
1,3,12,100,2,0.75,0.5,-2.4,0.8,0.09833333333333333,0.8190118010437154,schedule_conditioned,0.576683284701149,0.1384993799076459,0.30522450008216306,0.848142069320135,true,0.2277692120609302,0.34891407264021884,0.12174103008638391,false,false
1,3,12,100,2,0.75,0.5,-2.4,0.8,0.09833333333333333,0.8190118010437154,oracle,0.5024437197648878,0.13301263840790878,0.24173894848538657,0.763148491044389,true,0.2277692120609302,0.27467450770395757,0.07544608518241144,false,false
1,4,12,100,2,0.75,0.5,-2.4,0.8,0.10333333333333333,0.8560762658118517,naive,-0.1604073940690175,0.07449867193508088,-0.306424791061776,-0.014389997076258987,true,0.2521035117353012,-0.4125109058043187,0.1701652474074995,false,true
1,4,12,100,2,0.75,0.5,-2.4,0.8,0.10333333333333333,0.8560762658118517,history,0.11098838985763891,0.10931553806024277,-0.10327006474043691,0.3252468444557147,true,0.2521035117353012,-0.1411151218776623,0.01991347762254748,true,false
1,4,12,100,2,0.75,0.5,-2.4,0.8,0.10333333333333333,0.8560762658118517,schedule_conditioned,0.3473640852820977,0.1250732997626531,0.10222041774729765,0.5925077528168978,true,0.2521035117353012,0.09526057354679651,0.009074576872464627,true,false
1,4,12,100,2,0.75,0.5,-2.4,0.8,0.10333333333333333,0.8560762658118517,oracle,0.3945600507923138,0.13192885692943082,0.1359794912106294,0.6531406103739983,true,0.2521035117353012,0.1424565390570126,0.02029386552010216,true,false
1,5,12,100,2,0.75,0.5,-2.4,0.8,0.09625,0.8171486739841448,naive,-0.2668339823082558,0.08729240166636851,-0.437927089574338,-0.09574087504217352,true,0.22525291527801783,-0.4920868975862736,0.24214951477608374,false,true
1,5,12,100,2,0.75,0.5,-2.4,0.8,0.09625,0.8171486739841448,history,0.04034388981396137,0.10521757246207074,-0.1658825522116973,0.24657033183962002,true,0.22525291527801783,-0.18490902546405646,0.03419134769806708,true,false
1,5,12,100,2,0.75,0.5,-2.4,0.8,0.09625,0.8171486739841448,schedule_conditioned,0.17945870587697035,0.11757669778155536,-0.05099162177487815,0.40990903352881886,true,0.22525291527801783,-0.045794209401047475,0.002097109614666985,true,false
1,5,12,100,2,0.75,0.5,-2.4,0.8,0.09625,0.8171486739841448,oracle,0.1857373960928487,0.10151468280907869,-0.013231382212945536,0.38470617439864296,true,0.22525291527801783,-0.03951551918516913,0.0015614762564734694,true,false
1,6,12,100,2,0.75,0.5,-2.4,0.8,0.10291666666666667,0.8211609845765598,naive,-0.058457827324160085,0.04947305438291975,-0.15542501391468277,0.03850935926636261,true,0.23094577362283836,-0.28940360094699846,0.08375444424108953,false,true
1,6,12,100,2,0.75,0.5,-2.4,0.8,0.10291666666666667,0.8211609845765598,history,0.29521724186719234,0.08999357726415169,0.11882983042945502,0.4716046533049296,true,0.23094577362283836,0.06427146824435398,0.004130821630285002,true,false
1,6,12,100,2,0.75,0.5,-2.4,0.8,0.10291666666666667,0.8211609845765598,schedule_conditioned,0.38989016235157775,0.08904628773082875,0.21535943839915342,0.5644208863040021,true,0.23094577362283836,0.1589443887287394,0.02526331870835262,true,false
1,6,12,100,2,0.75,0.5,-2.4,0.8,0.10291666666666667,0.8211609845765598,oracle,0.37864921943724567,0.08926052257350597,0.20369859519317396,0.5535998436813174,true,0.23094577362283836,0.1477034458144073,0.021816307905449556,true,false
1,7,12,100,2,0.75,0.5,-2.4,0.8,0.095,0.8466881287653001,naive,-0.27757825716493445,0.0775965824621581,-0.42966755879076435,-0.12548895553910458,true,0.24717270927007443,-0.5247509664350088,0.27536357677447576,false,true
1,7,12,100,2,0.75,0.5,-2.4,0.8,0.095,0.8466881287653001,history,-0.007212809904146396,0.10394850783055633,-0.21095188525203679,0.19652626544374402,true,0.24717270927007443,-0.2543855191742208,0.06471199236553786,false,true
1,7,12,100,2,0.75,0.5,-2.4,0.8,0.095,0.8466881287653001,schedule_conditioned,0.2601040480190863,0.20334085099268145,-0.13844401992656935,0.658652115964742,true,0.24717270927007443,0.012931338749011895,0.0001672195218416965,true,false
1,7,12,100,2,0.75,0.5,-2.4,0.8,0.095,0.8466881287653001,oracle,0.2643096024657647,0.17251427542069372,-0.07381837735879504,0.6024375822903244,true,0.24717270927007443,0.017136893195690256,0.000293673108400495,true,false
1,8,12,100,2,0.75,0.5,-2.4,0.8,0.115,0.8159446512056686,naive,-0.15573930662469326,0.06203576353687341,-0.27732940315696514,-0.03414921009242139,true,0.22499454472696892,-0.38073385135166216,0.14495826556506958,false,true
1,8,12,100,2,0.75,0.5,-2.4,0.8,0.115,0.8159446512056686,history,0.0611098407004323,0.10175712528601343,-0.138334124860154,0.2605538062610186,true,0.22499454472696892,-0.16388470402653663,0.02685819621386551,true,false
